0.01,-0.0169,-0.8748,0,0,0,0,-1.1282
0.01,-0.0163,-0.8748,0.0006,0.0631,6.2866,6.2866,-1.1263
0.01,-0.0153,-0.8749,0.0016,0.0951,3.191,3.191,-1.1232
0.01,-0.0138,-0.8749,0.0032,0.1582,6.2869,6.2869,-1.1181
0.01,-0.0115,-0.8749,0.0054,0.2223,6.3827,6.3827,-1.1106
0.01,-0.0086,-0.875,0.0083,0.2863,6.3832,6.3832,-1.1005
0.01,-0.0051,-0.8751,0.0118,0.3504,6.3838,6.3838,-1.0879
0.01,-0.001,-0.8751,0.016,0.4144,6.3845,6.3845,-1.0727
0.01,0.0038,-0.8752,0.0208,0.4785,6.3853,6.3853,-1.0551
0.01,0.0093,-0.8753,0.0262,0.5425,6.3862,6.3862,-1.0349
0.01,0.0153,-0.8754,0.0323,0.6065,6.3872,6.3872,-1.0121
0.01,0.0221,-0.8756,0.039,0.6705,6.3883,6.3883,-0.9869
0.01,0.0294,-0.8757,0.0463,0.7345,6.3896,6.3896,-0.9591
0.01,0.0374,-0.8758,0.0543,0.7984,6.3909,6.3909,-0.9287
0.01,0.0457,-0.8759,0.0626,0.8622,6.6073,6.6073,-0.8965
0.01,0.055,-0.8761,0.0719,0.9232,6.0837,6.0837,-0.8617
0.01,0.0649,-0.8762,0.0818,0.9882,6.4928,6.4928,-0.8236
0.01,0.0754,-0.8764,0.0923,1.0522,6.3982,6.3982,-0.7831
0.01,0.0866,-0.8765,0.1035,1.1162,6.4,6.4,-0.7399
0.01,0.0983,-0.8766,0.1153,1.1802,6.402,6.402,-0.6942
0.01,0.1108,-0.8768,0.1277,1.2441,6.4041,6.4041,-0.6459
0.01,0.1238,-0.8769,0.1408,1.308,6.4063,6.4063,-0.595
0.01,0.1378,-0.8771,0.1547,1.3717,6.2481,6.2481,-0.5409
0.01,0.1521,-0.8772,0.169,1.4381,6.6771,6.6771,-0.4842
0.01,0.167,-0.8773,0.184,1.5009,6.3152,6.3152,-0.4255
0.01,0.1825,-0.8774,0.1995,1.5646,6.4165,6.4165,-0.3641
0.01,0.199,-0.8775,0.216,1.628,6.2669,6.2669,-0.2995
0.01,0.2158,-0.8775,0.2327,1.6941,6.68,6.68,-0.2323
0.01,0.2335,-0.8776,0.2504,1.7564,6.1781,6.1781,-0.1624
0.01,0.2518,-0.8776,0.2687,1.822,6.5294,6.5294,-0.0892
0.01,0.2704,-0.8776,0.2874,1.887,6.5872,6.5872,-0.014
0.01,0.2899,-0.8776,0.3069,1.949,6.1905,6.1905,0.064
0.01,0.3101,-0.8776,0.327,2.0143,6.5411,6.5411,0.1452
0.01,0.3311,-0.8775,0.348,2.0782,6.3057,6.3057,0.2298
0.01,0.3524,-0.8774,0.3694,2.1448,6.6949,6.6949,0.3172
0.01,0.3744,-0.8772,0.3913,2.2079,6.3546,6.3546,0.4066
0.01,0.3972,-0.877,0.4141,2.2714,6.3196,6.3196,0.4994
0.01,0.4206,-0.8768,0.4375,2.3372,6.5639,6.5639,0.5956
0.01,0.4446,-0.8765,0.4616,2.4018,6.47,6.47,0.6946
0.01,0.4692,-0.8761,0.4862,2.4664,6.4747,6.4747,0.7964
0.01,0.4944,-0.8757,0.5113,2.5309,6.4796,6.4796,0.9011
0.01,0.5204,-0.8753,0.5374,2.5946,6.3495,6.3495,1.0092
0.01,0.547,-0.8748,0.564,2.6606,6.5912,6.5912,1.1208
0.01,0.5742,-0.8742,0.5912,2.7255,6.4971,6.4971,1.2352
0.01,0.602,-0.8735,0.619,2.7902,6.5027,6.5027,1.3526
0.01,0.6306,-0.8728,0.6476,2.8542,6.3757,6.3757,1.4735
0.01,0.6598,-0.872,0.6768,2.9203,6.6166,6.6166,1.598
0.01,0.6896,-0.8711,0.7066,2.9853,6.5224,6.5224,1.7254
0.01,0.7202,-0.8701,0.7372,3.0495,6.3975,6.3975,1.8564
0.01,0.7513,-0.869,0.7684,3.1159,6.638,6.638,1.9912
0.01,0.783,-0.8678,0.8001,3.1812,6.5437,6.5437,2.1289
0.01,0.8155,-0.8666,0.8326,3.2455,6.4205,6.4205,2.2703
0.01,0.8486,-0.8652,0.8657,3.3121,6.6616,6.6616,2.4154
0.01,0.8824,-0.8636,0.8996,3.3767,6.4377,6.4377,2.5644
0.01,0.9169,-0.862,0.934,3.4435,6.6785,6.6785,2.717
0.01,0.9518,-0.8603,0.969,3.5091,6.5843,6.5843,2.8729
0.01,0.9875,-0.8584,1.0048,3.5738,6.4633,6.4633,3.0325
0.01,1.0237,-0.8564,1.0411,3.6407,6.7063,6.7063,3.1961
