0.01,0.0001,0.875,0,0,0,0,0.0003
0.01,0.0027,0.875,0.0027,0.2669,26.5685,26.5685,0.0162
0.01,0.0103,0.875,0.0103,0.7618,49.5068,49.5068,0.0768
0.01,0.0227,0.8751,0.0227,1.2399,47.9439,47.9439,0.1954
0.01,0.0399,0.8752,0.0399,1.723,48.3023,48.3023,0.3695
0.01,0.0621,0.8754,0.062,2.2128,48.9745,48.9745,0.5948
0.01,0.0892,0.8758,0.0891,2.7116,49.8876,49.8876,0.8654
0.01,0.1214,0.8765,0.1213,3.2208,50.9715,50.9715,1.174
0.01,0.1588,0.8775,0.1587,3.7428,52.216,52.216,1.5127
0.01,0.2015,0.8789,0.2015,4.2785,53.5765,53.5765,1.8725
0.01,0.2498,0.8808,0.2499,4.83,55.1005,55.1005,2.2436
0.01,0.3037,0.8833,0.3038,5.3969,56.704,56.704,2.6152
0.01,0.3634,0.8864,0.3636,5.9814,58.487,58.487,2.9756
0.01,0.4292,0.8903,0.4294,6.5842,60.2578,60.2578,3.3136
0.01,0.5011,0.8948,0.5015,7.2053,62.1164,62.1164,3.6167
0.01,0.5794,0.9001,0.58,7.8466,64.1182,64.1182,3.8718
0.01,0.6642,0.9062,0.6651,8.5085,66.1942,66.1942,4.0655
0.01,0.7559,0.9129,0.757,9.1926,68.4228,68.4228,4.1831
0.01,0.8542,0.9201,0.8556,9.8601,66.7493,66.7493,4.2091
0.01,0.9553,0.9274,0.9569,10.1304,27.0337,27.0337,4.1302
0.01,1.058,0.9345,1.0598,10.2973,16.6954,16.6954,3.9421
0.01,1.1625,0.9411,1.1645,10.4665,16.9107,16.9107,3.6431
0.01,1.2687,0.9472,1.2709,10.6398,17.3331,17.3331,3.2306
0.01,1.3768,0.9523,1.3791,10.8188,17.8986,17.8986,2.7009
0.01,1.4867,0.9563,1.4892,11.0057,18.6931,18.6931,2.0489
0.01,1.5987,0.9588,1.6012,11.2015,19.574,19.574,1.2685
0.01,1.7128,0.9597,1.7153,11.4097,20.8277,20.8277,0.3521
0.01,1.8291,0.9584,1.8316,11.63,22.0277,22.0277,-0.7088
0.01,1.9477,0.9546,1.9502,11.8662,23.6202,23.6202,-1.9247
0.01,2.0687,0.9478,2.0714,12.1192,25.297,25.297,-3.3064
0.01,2.1922,0.9377,2.1953,12.3908,27.17,27.17,-4.8652
0.01,2.3182,0.9235,2.3221,12.6789,28.7973,28.7973,-6.6141
0.01,2.4467,0.9046,2.452,12.989,31.0056,31.0056,-8.5654
0.01,2.5776,0.8804,2.5852,13.3141,32.5129,32.5129,-10.7294
0.01,2.7107,0.8502,2.7216,13.6528,33.8785,33.8785,-13.1151
0.01,2.8458,0.8131,2.8616,13.998,34.52,34.52,-15.7282
0.01,2.9821,0.7685,3.0051,14.344,34.5966,34.5966,-18.5681
0.01,3.119,0.7155,3.1519,14.6751,33.0984,33.0984,-21.6254
0.01,3.2538,0.6546,3.2998,14.8022,12.7214,12.7214,-24.8571
0.01,3.3845,0.5862,3.4474,14.7486,-5.3579,-5.3579,-28.1947
0.01,3.5106,0.5105,3.5944,14.7042,-4.4422,-4.4422,-31.5938
0.01,3.6317,0.4275,3.7413,14.6871,-1.7122,-1.7122,-35.0309
0.01,3.7478,0.3373,3.8883,14.7029,1.5775,1.5775,-38.4828
0.01,3.8585,0.2399,4.0357,14.7443,4.1422,4.1422,-41.9259
0.01,3.9638,0.1356,4.1839,14.8147,7.0432,7.0432,-45.338
0.01,4.0634,0.0246,4.3331,14.9161,10.1304,10.1304,-48.6975
0.01,4.1568,-0.0926,4.483,14.9923,7.6293,7.6293,-51.9767
0.01,4.2426,-0.2133,4.631,14.8049,-18.7481,-18.7481,-55.1183
0.01,4.3203,-0.3359,4.7762,14.52,-28.4925,-28.4925,-58.0723
0.01,4.3905,-0.4596,4.9184,14.2164,-30.3469,-30.3469,-60.8291
0.01,4.4536,-0.5836,5.0576,13.918,-29.8505,-29.8505,-63.389
0.01,4.5103,-0.7075,5.1938,13.6257,-29.225,-29.225,-65.7574
0.01,4.561,-0.831,5.3273,13.3489,-27.6801,-27.6801,-67.945
0.01,4.6063,-0.9538,5.4582,13.0915,-25.7426,-25.7426,-69.963
0.01,4.6469,-1.0758,5.5867,12.8514,-24.01,-24.01,-71.8239
0.01,4.6831,-1.1969,5.7131,12.6311,-22.0201,-22.0201,-73.5419
0.01,4.7153,-1.3169,5.8374,12.433,-19.8165,-19.8165,-75.1283
0.01,4.744,-1.436,5.9599,12.2489,-18.4044,-18.4044,-76.5949
0.01,4.7694,-1.5541,6.0807,12.0845,-16.4447,-16.4447,-77.953
0.01,4.792,-1.6713,6.2,11.9336,-15.09,-15.09,-79.2128
0.01,4.8119,-1.7876,6.3181,11.7975,-13.6033,-13.6033,-80.3841
0.01,4.8293,-1.903,6.4348,11.6756,-12.1947,-12.1947,-81.4741
0.01,4.8446,-2.0176,6.5504,11.5619,-11.3736,-11.3736,-82.4908
0.01,4.8578,-2.1315,6.665,11.4613,-10.0539,-10.0539,-83.4411
0.01,4.8691,-2.2446,6.7787,11.3684,-9.2959,-9.2959,-84.3306
0.01,4.8787,-2.3571,6.8916,11.2836,-8.4756,-8.4756,-85.1651
0.01,4.8867,-2.4689,7.0037,11.2074,-7.6166,-7.6166,-85.9493
0.01,4.8932,-2.5801,7.1151,11.1364,-7.0949,-7.0949,-86.6873
0.01,4.8983,-2.6906,7.2257,11.0726,-6.3864,-6.3864,-87.3827
0.01,4.9022,-2.8006,7.3358,11.0128,-5.9819,-5.9819,-88.0391
0.01,4.9048,-2.9103,7.4455,10.9578,-5.5011,-5.5011,-88.6604
0.01,4.9063,-3.0193,7.5545,10.9092,-4.8578,-4.8578,-89.2487
0.01,4.9067,-3.1279,7.6631,10.8571,-5.2123,-5.2123,-89.8063
0.01,4.9061,-3.2324,7.7676,10.4511,-40.5799,-40.5799,-90.3272
0.01,4.9048,-3.3305,7.8657,9.8106,-64.0514,-64.0514,-90.8004
0.01,4.9028,-3.4221,7.9574,9.1693,-64.1652,-64.1652,-91.2253
0.01,4.9005,-3.5074,8.0427,8.535,-63.4373,-63.4373,-91.6069
0.01,4.8978,-3.5865,8.1218,7.907,-62.7997,-62.7997,-91.9492
0.01,4.8949,-3.6593,8.1947,7.2838,-62.2859,-62.2859,-92.2557
0.01,4.892,-3.7259,8.2613,6.6655,-61.8519,-61.8519,-92.5289
0.01,4.8891,-3.7863,8.3218,6.0507,-61.4985,-61.4985,-92.7715
0.01,4.8862,-3.8407,8.3763,5.4382,-61.1199,-61.1199,-92.9858
0.01,4.8836,-3.8889,8.4245,4.8301,-60.9031,-60.9031,-93.1732
0.01,4.8811,-3.9311,8.4668,4.2228,-60.6702,-60.6702,-93.3352
0.01,4.8789,-3.9672,8.503,3.6179,-60.4213,-60.4213,-93.4735
0.01,4.877,-3.9972,8.5331,3.0155,-60.3756,-60.3756,-93.5886
0.01,4.8755,-4.0214,8.5573,2.4133,-60.1106,-60.1106,-93.6817
0.01,4.8743,-4.0395,8.5755,1.8101,-59.9115,-59.9115,-93.7537
0.01,4.8735,-4.0516,8.5876,1.2095,-60.1855,-60.1855,-93.8047
0.01,4.8731,-4.0578,8.5938,0.5999,-59.0536,-59.0536,-93.835
