0.01,0.0001,-0.875,0,0,0,0,0.0004
0.01,0.001,-0.875,0.0008,0.0814,7.9518,7.9518,0.0031
0.01,0.0031,-0.875,0.0029,0.2054,12.1252,12.1252,0.0112
0.01,0.0065,-0.875,0.0063,0.3432,13.9445,13.9445,0.0262
0.01,0.0111,-0.875,0.011,0.4782,13.7857,13.7857,0.0481
0.01,0.0172,-0.875,0.0171,0.6132,13.5647,13.5647,0.0774
0.01,0.0248,-0.875,0.0246,0.7506,13.6859,13.6859,0.1144
0.01,0.0336,-0.8749,0.0335,0.8883,13.8707,13.8707,0.1588
0.01,0.0438,-0.8749,0.0437,1.0247,13.6552,13.6552,0.2106
0.01,0.0555,-0.8749,0.0553,1.1623,13.7397,13.7397,0.2702
0.01,0.0685,-0.8748,0.0684,1.3005,13.7607,13.7607,0.3376
0.01,0.0829,-0.8747,0.0827,1.4388,13.8993,13.8993,0.4126
0.01,0.0986,-0.8745,0.0984,1.5757,13.7289,13.7289,0.4951
0.01,0.1158,-0.8744,0.1157,1.7135,13.7017,13.7017,0.5861
0.01,0.1343,-0.8741,0.1341,1.8531,14.0058,14.0058,0.685
0.01,0.1541,-0.8739,0.154,1.9906,13.7946,13.7946,0.7917
0.01,0.1754,-0.8735,0.1753,2.1287,13.7784,13.7784,0.907
0.01,0.1981,-0.8731,0.198,2.2684,13.9689,13.9689,1.0309
0.01,0.2221,-0.8726,0.222,2.4075,13.9352,13.9352,1.1632
0.01,0.2476,-0.8721,0.2475,2.5463,13.8687,13.8687,1.3042
0.01,0.2744,-0.8714,0.2743,2.6865,14.0578,14.0578,1.4542
0.01,0.3028,-0.8706,0.3027,2.8255,13.8464,13.8464,1.6137
0.01,0.3324,-0.8697,0.3323,2.9673,14.1912,14.1912,1.7826
0.01,0.3634,-0.8686,0.3634,3.1073,14.0158,14.0158,1.9609
0.01,0.3958,-0.8674,0.3958,3.2483,14.1198,14.1198,2.1489
0.01,0.4297,-0.866,0.4297,3.3893,14.0773,14.0773,2.3472
0.01,0.465,-0.8645,0.465,3.5319,14.2768,14.2768,2.556
0.01,0.5017,-0.8627,0.5018,3.6738,14.1786,14.1786,2.7755
0.01,0.5399,-0.8607,0.54,3.8169,14.2974,14.2974,3.0062
0.01,0.5794,-0.8584,0.5796,3.9605,14.3568,14.3568,3.2484
0.01,0.6204,-0.856,0.6206,4.1046,14.4196,14.4196,3.5021
0.01,0.6628,-0.8532,0.6631,4.2487,14.4017,14.4017,3.7681
0.01,0.7066,-0.8501,0.707,4.3947,14.623,14.623,4.0466
0.01,0.7519,-0.8467,0.7525,4.5395,14.4656,14.4656,4.3383
0.01,0.7985,-0.8429,0.7992,4.6876,14.8476,14.8476,4.6434
0.01,0.8467,-0.8387,0.8476,4.8333,14.5503,14.5503,4.9626
0.01,0.8963,-0.8341,0.8974,4.9833,15.012,15.012,5.2967
0.01,0.9474,-0.8291,0.9488,5.1315,14.8107,14.8107,5.6461
0.01,0.9999,-0.8236,1.0016,5.2828,15.1377,15.1377,6.0115
0.01,1.0539,-0.8176,1.0559,5.4338,15.101,15.101,6.3934
0.01,1.1094,-0.811,1.1118,5.586,15.2095,15.2095,6.793
0.01,1.1663,-0.8038,1.1692,5.7409,15.4978,15.4978,7.2108
0.01,1.2248,-0.796,1.2282,5.8951,15.402,15.402,7.6478
0.01,1.2847,-0.7874,1.2887,6.0528,15.7838,15.7838,8.105
0.01,1.3461,-0.7782,1.3507,6.2107,15.7943,15.7943,8.5829
0.01,1.409,-0.7682,1.4144,6.3703,15.9607,15.9607,9.0832
0.01,1.4734,-0.7573,1.4797,6.5325,16.2298,16.2298,9.6069
0.01,1.5394,-0.7455,1.5468,6.6954,16.2678,16.2678,10.1559
0.01,1.6067,-0.7328,1.6153,6.8635,16.8244,16.8244,10.731
0.01,1.6757,-0.7191,1.6857,7.0301,16.6574,16.6574,11.3335
0.01,1.7462,-0.7042,1.7577,7.2017,17.1594,17.1594,11.966
0.01,1.8181,-0.6881,1.8314,7.3762,17.4582,17.4582,12.6296
0.01,1.8916,-0.6708,1.9069,7.5522,17.6005,17.6005,13.3264
0.01,1.9667,-0.652,1.9843,7.7326,18.0237,18.0237,14.0593
0.01,2.0433,-0.6318,2.0635,7.9175,18.4965,18.4965,14.8304
0.01,2.1213,-0.6101,2.1445,8.1058,18.8321,18.8321,15.6418
0.01,2.2009,-0.5866,2.2275,8.2978,19.1963,19.1963,16.497
0.01,2.2821,-0.5613,2.3125,8.4957,19.7909,19.7909,17.3995
0.01,2.3644,-0.5341,2.3992,8.6724,17.6614,17.6614,18.3509
0.01,2.446,-0.5056,2.4856,8.6435,-2.892,-2.892,19.3398
0.01,2.5262,-0.476,2.5711,8.5529,-9.0506,-9.0506,20.3522
0.01,2.605,-0.4453,2.6557,8.4602,-9.2827,-9.2827,21.3859
0.01,2.6824,-0.4135,2.7394,8.3658,-9.4339,-9.4339,22.4412
0.01,2.7584,-0.3806,2.8222,8.2736,-9.219,-9.219,23.5188
0.01,2.8328,-0.3467,2.904,8.1816,-9.1999,-9.1999,24.6178
0.01,2.9057,-0.3117,2.9848,8.0893,-9.234,-9.234,25.7381
0.01,2.9771,-0.2757,3.0648,7.9985,-9.0738,-9.0738,26.8809
0.01,3.047,-0.2387,3.1439,7.913,-8.5577,-8.5577,28.0464
0.01,3.1155,-0.2006,3.2223,7.8284,-8.4553,-8.4553,29.2354
0.01,3.1824,-0.1615,3.2997,7.7502,-7.8194,-7.8194,30.4474
0.01,3.2478,-0.1214,3.3765,7.6707,-7.9444,-7.9444,31.6829
0.01,3.3116,-0.0802,3.4524,7.5978,-7.2957,-7.2957,32.9431
0.01,3.374,-0.0381,3.5277,7.5269,-7.0947,-7.0947,34.2276
0.01,3.4348,0.0051,3.6022,7.4591,-6.781,-6.781,35.5369
0.01,3.4941,0.0493,3.6762,7.3931,-6.5893,-6.5893,36.872
0.01,3.5519,0.0945,3.7496,7.3328,-6.0337,-6.0337,38.2334
0.01,3.608,0.1406,3.8223,7.2756,-5.7188,-5.7188,39.6197
0.01,3.6627,0.1878,3.8945,7.2177,-5.7951,-5.7951,41.0321
0.01,3.7157,0.236,3.9661,7.1667,-5.102,-5.102,42.4716
0.01,3.7672,0.2852,4.0373,7.1174,-4.9298,-4.9298,43.9377
0.01,3.817,0.3354,4.108,7.0697,-4.7689,-4.7689,45.4313
0.01,3.8652,0.3865,4.1783,7.0291,-4.0574,-4.0574,46.9517
0.01,3.9118,0.4386,4.2482,6.9858,-4.3316,-4.3316,48.4991
0.01,3.9566,0.4917,4.3177,6.9496,-3.62,-3.62,50.0743
0.01,3.9998,0.5458,4.3868,6.9147,-3.4857,-3.4857,51.6763
0.01,4.0412,0.6007,4.4557,6.8826,-3.2153,-3.2153,53.3051
0.01,4.0808,0.6566,4.5241,6.853,-2.9526,-2.9526,54.9604
0.01,4.1186,0.7134,4.5924,6.8245,-2.8562,-2.8562,56.643
0.01,4.1547,0.7711,4.6604,6.8015,-2.2963,-2.2963,58.3526
0.01,4.1888,0.8297,4.7282,6.7793,-2.2175,-2.2175,60.0876
0.01,4.2211,0.8891,4.7958,6.7577,-2.1584,-2.1584,61.8486
0.01,4.2514,0.9493,4.8632,6.7416,-1.6135,-1.6135,63.6351
0.01,4.2797,1.0103,4.9305,6.7259,-1.5753,-1.5753,65.4452
0.01,4.3061,1.072,4.9976,6.7103,-1.5582,-1.5582,67.2791
0.01,4.3304,1.1344,5.0646,6.6982,-1.2098,-1.2098,69.1372
0.01,4.3526,1.1975,5.1315,6.6895,-0.8653,-0.8653,71.0174
0.01,4.3726,1.2612,5.1983,6.6789,-1.0665,-1.0665,72.9184
0.01,4.3905,1.3255,5.265,6.6732,-0.5665,-0.5665,74.8391
0.01,4.4063,1.3903,5.3316,6.6633,-0.9853,-0.9853,76.7794
0.01,4.4198,1.4555,5.3982,6.662,-0.1362,-0.1362,78.7379
0.01,4.431,1.521,5.4648,6.6561,-0.5854,-0.5854,80.712
0.01,4.44,1.587,5.5313,6.6511,-0.4971,-0.4971,82.7025
