0.01,0.0001,-0.8125,0,0,0,0,0
0.01,0.003,-0.8125,0.0029,0.2909,28.9734,28.9734,0
0.01,0.0115,-0.8125,0.0114,0.8537,56.4221,56.4221,0
0.01,0.0257,-0.8125,0.0257,1.4215,56.7021,56.7021,0
0.01,0.0456,-0.8125,0.0455,1.9896,56.8857,56.8857,0
0.01,0.0712,-0.8125,0.0711,2.5571,56.7857,56.7857,0
0.01,0.1024,-0.8125,0.1024,3.1252,56.7822,56.7822,0
0.01,0.1393,-0.8125,0.1393,3.6932,56.8454,56.8454,0
0.01,0.1819,-0.8125,0.1819,4.261,56.7957,56.7957,0
0.01,0.2302,-0.8125,0.2302,4.8292,56.7897,56.7897,0
0.01,0.2842,-0.8125,0.2841,5.3974,56.8305,56.8305,0
0.01,0.3439,-0.8125,0.3438,5.9654,56.7998,56.7998,0
0.01,0.4092,-0.8125,0.4091,6.5335,56.8145,56.8145,0
0.01,0.4802,-0.8125,0.4801,7.1015,56.8141,56.8141,0
0.01,0.5569,-0.8125,0.5568,7.6696,56.8014,56.8014,0
0.01,0.6392,-0.8125,0.6392,8.2376,56.8234,56.8234,0
0.01,0.7273,-0.8125,0.7272,8.8056,56.8017,56.8017,0
0.01,0.8211,-0.8125,0.821,9.3738,56.796,56.796,0
0.01,0.9201,-0.8125,0.92,9.9046,53.0982,53.0982,0
0.01,1.0203,-0.8125,1.0202,10.02,11.5399,11.5399,0
0.01,1.1205,-0.8125,1.1204,10.02,0,0,0
0.01,1.2207,-0.8125,1.2206,10.02,0,0,0
0.01,1.3209,-0.8125,1.3208,10.02,0,0,0
0.01,1.4211,-0.8125,1.421,10.02,0,0,0
0.01,1.5213,-0.8125,1.5212,10.02,0,0,0
0.01,1.6215,-0.8125,1.6214,10.02,0,0,0
0.01,1.7217,-0.8125,1.7216,10.02,0,0,0
0.01,1.8219,-0.8125,1.8218,10.02,0,0,0
0.01,1.9221,-0.8125,1.922,10.02,0,0,0
0.01,2.0223,-0.8125,2.0222,10.02,0,0,0
0.01,2.1225,-0.8125,2.1224,10.02,0,0,0
0.01,2.2227,-0.8125,2.2226,10.02,0,0,0
0.01,2.3229,-0.8125,2.3228,10.02,0,0,0
0.01,2.4231,-0.8125,2.423,10.02,0,0,0
0.01,2.5233,-0.8125,2.5232,10.02,0,0,0
0.01,2.6235,-0.8125,2.6234,10.02,0,0,0
0.01,2.7237,-0.8125,2.7237,10.02,0,0,0
0.01,2.8239,-0.8125,2.8239,10.02,0,0,0
0.01,2.9241,-0.8125,2.9241,10.02,0,0,0
0.01,3.0243,-0.8125,3.0242,10.02,0,0,0
0.01,3.1245,-0.8125,3.1244,10.02,0,0,0
0.01,3.2247,-0.8125,3.2246,10.02,0,0,0
0.01,3.3249,-0.8125,3.3248,10.02,0,0,0
0.01,3.4251,-0.8125,3.425,10.02,0,0,0
0.01,3.5253,-0.8125,3.5252,10.02,0,0,0
0.01,3.6255,-0.8125,3.6255,10.02,0,0,0
0.01,3.7257,-0.8125,3.7256,10.02,0,0,0
0.01,3.8259,-0.8125,3.8258,10.02,0,0,0
0.01,3.9261,-0.8125,3.9261,10.02,0,0,0
0.01,4.0263,-0.8125,4.0263,10.02,0,0,0
0.01,4.1265,-0.8125,4.1265,10.02,0,0,0
0.01,4.2267,-0.8125,4.2267,10.02,0,0,0
0.01,4.327,-0.8125,4.3269,10.02,0,0,0
0.01,4.4271,-0.8125,4.4271,10.02,0,0,0
0.01,4.5273,-0.8125,4.5272,10.02,0,0,0
0.01,4.6275,-0.8125,4.6274,10.02,0,0,0
0.01,4.7278,-0.8125,4.7277,10.02,0,0,0
0.01,4.828,-0.8125,4.8279,10.02,0,0,0
0.01,4.9281,-0.8125,4.928,10.02,0,0,0
0.01,5.0284,-0.8125,5.0283,10.02,0,0,0
0.01,5.1285,-0.8125,5.1284,10.02,0,0,0
0.01,5.2287,-0.8125,5.2287,10.02,0,0,0
0.01,5.329,-0.8125,5.3289,10.02,0,0,0
0.01,5.4291,-0.8125,5.429,10.02,0,0,0
0.01,5.5293,-0.8125,5.5292,10.02,0,0,0
0.01,5.6295,-0.8125,5.6295,10.02,0,0,0
0.01,5.7298,-0.8125,5.7297,10.02,0,0,0
0.01,5.8299,-0.8125,5.8299,10.02,0,0,0
0.01,5.9301,-0.8125,5.93,10.02,0,0,0
0.01,6.0304,-0.8125,6.0303,10.02,0,0,0
0.01,6.1304,-0.8125,6.1304,10.0142,-0.5786,-0.5786,0
0.01,6.2271,-0.8125,6.227,9.6548,-35.9239,-35.9239,0
0.01,6.3179,-0.8125,6.3179,9.0864,-56.8188,-56.8188,0
0.01,6.4031,-0.8125,6.4031,8.5182,-56.8199,-56.8199,0
0.01,6.4826,-0.8125,6.4826,7.95,-56.81,-56.81,0
0.01,6.5564,-0.8125,6.5563,7.3822,-56.8425,-56.8425,0
0.01,6.6246,-0.8125,6.6245,6.8141,-56.7521,-56.7521,0
0.01,6.6871,-0.8125,6.687,6.2455,-56.8192,-56.8192,0
